,hotel,star,review,preprocessed_review,date,star_label,helpful,sentiment
65,더 베스트 제주 성산(구 라마다 앙코르 성산),3.0,방 안이 좀 어두워요. 그리고 화장실 청소가 제대로 안되어있네요. 샤워하다가 바닥에서 때가 나오길래 뭔가했더니 타일에 낀 때가 나오네요... 청소를 아예안하시는건지... 심각했습니다,방 안이 좀 어두워요 그리고 화장실 청소가 제대로 안 되어있네요 샤워하다가 바닥에서 때가 나오길래 뭔가 했더니 타일에 낀 때가 나오네요 청소를 아예 안 하시는 건지 심각했습니다,2020-07-25,0.0,1.0,부정
66,더 베스트 제주 성산(구 라마다 앙코르 성산),3.0,아...미국 숙소인줄 알았네요... 신발장과 방의 구분도 없고 그래서 슬리퍼신고 다님... 개인적으로 이런 구조 싫어해서 좀 별로였네요(참고로 며칠뒤 다른 호텔 갔는데 거기도 이런 구조..ㅠㅠ 호텔은 다 그런가보네요 흑흑 호텔 몇번 안가봐서 몰랐음) 그리고 오션뷰라그랬는데 막상 가보니 거의 공사장뷰ㅋㅋㅋ 오션뷰라하기 좀 그래요 커튼 치고 지냈네요ㅋㅋ 방안도 너무 어두워서 적응 안됐어요 외국에서 오래 머문 경험 있는 사람에게는 추천 저는 다시 이용은 안할 것 같아요...^^;;,아 미국 숙소인 줄 알았네요 신발장과 방의 구분도 없고 그래서 슬리퍼 신고 다님 개인적으로 이런 구조 싫어해서 좀 별로였네요 참고로 며칠 뒤 다른 호텔 갔는데 거기도 이런 구조 호텔은 다 그런가 보네요 흑흑 호텔 몇 번 안 가봐서 몰랐음 그리고 오션경치라 그랬는데 막상 가보니 거의 공사장 경치 오션경치라 하기 좀 그래요 커튼 치고 지냈네요 방안도 너무 어두워서 적응 안 됐어요 외국에서 오래 머문 경험 있는 사람에게는 추천 저는 다시 이용은 안 할 것 같아요,2020-07-24,0.0,1.0,부정
67,더 베스트 제주 성산(구 라마다 앙코르 성산),2.0,"편하게 사용하기위해 전화해서 더블로 수정했는데, 도착하니 업그레이드해서 다시 트윈으로 예약했다며.
누구맘대로? 
그리고 예약이 다차서 못바꾼다고.
불만을 토로하니 다시 바꿔주는.
서비스 정신이 부족합니다.더보기",편하게 사용하기 위해 전화해서 더블로 수정했는데 도착하니 업그레이드해서 다시 트윈으로 예약했다며 누구 맘대로 그리고 예약이 다 차서 못 바꾼다고 불만을 토로하니 다시 바꿔주는 서비스 정신이 부족합니다 ,2020-07-23,0.0,1.0,부정
68,더 베스트 제주 성산(구 라마다 앙코르 성산),3.0,"깨끗하고 좋은데,직원들의 서비스정신이 부족합니다.",깨끗하고 좋은데 직원들의 서비스정신이 부족합니다,2020-07-23,0.0,1.0,긍정
69,더 베스트 제주 성산(구 라마다 앙코르 성산),3.0,"룸 컨디션 및 성산일출봉 근처로 접근성 좋음
조식은 세미 부페인데 메뉴 구성이 아쉬움",룸 컨디션 및 성산일출봉 근처로 접근성 좋음 조식은 세미 뷔페인데 메뉴 구성이 아쉬움,2020-07-22,0.0,1.0,긍정
70,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,이틀 머물렀는데 객실 업그레이드도 시켜주시고 막날엔 호텔안에서만 놀았네요 ㅎㅎ 좋아요,이틀 머물렀는데 객실 업그레이드도 시켜주시고 막날엔 호텔 안에서만 놀았네요  좋아요,2020-07-22,1.0,1.0,긍정
71,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,"일요일이라 정말 저렴하게 구매했는데
역시나 깔끔하고 고급져서 모텔가격에 호텔에서
놀다가는 기분이예요 >_< 루프탑 수영장은 이용객들이
생각보다 너무 없어서 사진찍고 너무 재밌게 잘 놀다갑니다! 수건도 무료로 인당1개씩 추가가능하고 
1층 무제한생맥주도 이용해보고싶었는데 외부에서 식사하고 와서 조금 아깝긴하드라구요 ㅠㅠㅠㅠ
추천드려요 ♥️ 일회용품 구매 아까우신분들은 
챙겨가면 너무 좋을듯요! 잘 쉬다갑니다! 감사해요!더보기",일요일이라 정말 저렴하게 구매했는데 역시나 깔끔하고 고급 져서 모텔 가격에 호텔에서 놀다가는 기분이에요  루프탑 수영장은 이용객들이 생각보다 너무 없어서 사진 찍고 너무 재밌게 잘 놀다 갑니다 수건도 무료로 인당개씩 추가 가능하고 층 무제한 생맥주도 이용해보고 싶었는데 외부에서 식사하고 와서 조금 아깝긴 하더라고요 추천드려요  일회용품 구매 아까우신 분들은 챙겨가면 너무 좋을 듯요 잘 쉬다 갑니다 감사해요 ,2020-07-20,1.0,1.0,긍정
72,더 베스트 제주 성산(구 라마다 앙코르 성산),4.0,"1박 5만원으로 가성비 좋음
성산일출봉, 우도, 섭지코지 관광하기 편리한 위치
맛나식당, 도렐 등 맛집 이동 용이
1층에 편의점 있음

오션뷰는 완벽한 오션뷰는 아니지만 성산일출봉이 잘 보여서 만족! 

가격 생각하면 참을 수 있다만, 아쉬웠던 점은
호텔 홈페이지나 메일이 없는 곳 처음 봄...

그리고 수영장 개별로. 물이 매우 얕아서 수영하기엔 적절치 않음ㅜㅠ 1인 만원 이용료 내고 들어갔는데 너무나 돈이 아까웠음.

재방문의사는 없음... 다른 곳 갈래요.더보기",박 만 원으로  구성비  좋음 성산일출봉 우도 섭지코지 관광하기 편리한 위치 맛나 식당 도를 등 맛집 이동 요 이층에 편의점 있음 오션경치는 완벽한 오션경치는 아니지만 성산일출봉이 잘 보여서 만족 가격 생각하면 참을 수 있다만 아쉬웠던 점은 호텔 홈페이지나 메일이 없는 곳 처음 봄 그리고 수영장 개별로 물이 매우 얕아서 수영하기엔 적절치 않으면 인 만원 이용료 내고 들어갔는데 너무나 돈이 아까웠음 재방문 의사는 없음 다른 곳 갈래요 ,2020-07-20,1.0,1.0,긍정
73,더 베스트 제주 성산(구 라마다 앙코르 성산),3.0,어메니티에 칫솔치약이 포함안되어있다는게 좀 어이없었네요..호텔인지 모텔인지..ㅎㅎ여기 칫솔치약 한개 천원주고 구매하셔야합니다ㅋ,어메니티에 칫솔치약이 포함 안 되어있다는 게 좀 어이없었네요 호텔인지 모텔인지 여기 칫솔치약 한 개 천 원 주고 구매하셔야 합니다,2020-07-20,0.0,1.0,부정
74,더 베스트 제주 성산(구 라마다 앙코르 성산),4.0,"저렴하게 잘 이용했어요 ㅎ
한단계 업그레이 해주셔서 좋았어요^^",저렴하게 잘 이용했어요 한 단계 업그레이드 해주셔서 좋았어요,2020-07-19,1.0,1.0,긍정
75,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,"마지막으로 하루 묵었던 숙소입니다.
접근성을 우선으로 보았는데 선택하기 정말잘했네요! 
무엇보다 방업그레이드 해주셔서 싱글침대 하나 더있는 방으로 넓게사용햤습니다 ㅎ
평점 안좋은 리뷰가 많아서 별기대안하고 갔는데 정말좋았어요!!
이 숙소 유일하게 btv로 드라마등 결제가능해서 보고싶었던 프로그램 결제해서 봤습니다 ㅎㅎ
밑에 2시까지 하는 편의점있어서 좋았어요~
주차는 내부에 없다구 야외에 했구 
별다른 불편함 하~~~~~~나도 느끼지 않았습니다!!!
침대도 폭신하고 모든게 완벽했어요. 
소음도 8층 끝쪽방에 위치해서 그런지 못느꼈구요
수압도 쎄고 정말 좋았습니다~
근처 어영횟집? 에서 회구매후 즐거운 저녁시간 보냈습니다. ㅠㅠㅠㅠㅠㅠ
현실로 돌아왔는데 하루도 안지났는데 벌써 그립네요..

+다음날 안개가 심해 일출봉뷰가 잘 보이지않았지만 밤에 실컷봤으니 ㅎㅎ
++생각보다 밝아서 좋았어요
다음에 또이용할게요~❣️더보기",마지막으로 하루 묵었던 숙소입니다 접근성을 우선으로 보았는데 선택하기 정말 잘했네요 무엇보다 방 업그레이드해주셔서 싱글 침대 하나 더 있는 방으로 넓게사용햤습니다 평점 안 좋은 리경치가 많아서 별 기대 안 하고 갔는데 정말 좋았어요 이 숙소 유일하게로 드라마 등 결제 가능해서 보고 싶었던 프로그램 결제해서 봤습니다 밑에 시까지 하는 편의점 있어서 좋았어요 주차는 내부에 없다고 야외에 했고 별다른 불편함 하나도 느끼지 않았습니다 침대도 폭신하고 모든 게 완벽했어요 소음도 층 끝 쪽 방에 위치해서 그런지 못 느꼈고요 수압도 세고 정말 좋았습니다 근처 어영 횟집에서 해 구매 후 즐거운 저녁시간 보냈습니다 현실로 돌아왔는데 하루도 안 지났는데 벌써 그립네요 다음날 안개가 심해 일출봉 경치가 잘 보이지 않았지만 밤에 실컷 봤으니 생각보다 밝아서 좋았어 요다음에 또 이용할게요 ,2020-07-19,1.0,1.0,긍정
76,더 베스트 제주 성산(구 라마다 앙코르 성산),4.0,성산 광치기 해변 둘러보려고 숙소 잡았습니다. 침구 깨끗하고 청소 잘 되어 있었어요. 저녁 먹고 들어가 배는 부른데 맥주 1인 3000원에 무한으로 마실 수 있어 애들 tv 보여 주고 남편이랑 기분 내고 왔습니다. 혹시 전자렌지 쓰실 거면 1층 편의점 이용하시면 됩니다.,성산 광치기 해변 둘러보려고 숙소 잡았습니다 침구 깨끗하고 청소 잘 되어 있었어요 저녁 먹고 들어가 배는 부른데 맥주인 원에 무한으로 마실 수 있어 애들  보여 주고 남편이랑 기분 내고 왔습니다 혹시 전자레인지 쓰실 거면 층 편의점 이용하시면 됩니다,2020-07-18,1.0,1.0,긍정
77,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,깨끗하고좋았어요 좀더 조명이밝으면 좋을거같았고 날씨때매 오션뷰가 안보여서 아쉬웠어요  ㅠㅠ,깨끗하고 좋았어요 좀 더 조명이 밝으면 좋을 거 같았고 날씨 땜에 오션경치가 안 보여서 아쉬웠어요  ,2020-07-17,1.0,1.0,긍정
78,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,"깨끗하고 깔끔 주차장도 많고
뷰는 이쁜데 주변에 뭐가없어서 밤에심심했어요",깨끗하고 깔끔 주차장도 많고 경치는 이쁜데 주변에 뭐가 없어서 밤에 심심했어요,2020-07-17,1.0,1.0,긍정
79,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,"좋았습니다. 오션뷰도 말만 오션뷰가 아니고 좀 멀리긴 하지만 성산일출봉도 보여서 좋았습니다. 조식도 9,900원 가격대비 엄청 맛있었습니다.",좋았습니다 오션경치도 말만 오션경치가 아니고 좀 멀리긴 하지만 성산일출봉도 보여서 좋았습니다 조식도 원  구성비  엄청 맛있었습니다,2020-07-16,1.0,1.0,긍정
80,더 베스트 제주 성산(구 라마다 앙코르 성산),3.0,제주도가면 늘 들리는곳이에욤!!가격대비 괜찮아요! 조식 굿이욤!!,제주도 가면 늘 들리는 곳이에욤  구성비  괜찮아요 조식 굿이요,2020-07-15,0.0,1.0,긍정
81,더 베스트 제주 성산(구 라마다 앙코르 성산),3.0,"성산에서 묵기엔 괜찮은 숙소이나
주차장이 너무너무 협소합니다",성산에서 묵기엔 괜찮은 숙소이나 주차장이 너무너무 협소합니다,2020-07-15,0.0,1.0,긍정
82,더 베스트 제주 성산(구 라마다 앙코르 성산),4.0,맛집이랑도 가까워서 좋았는데 체크인해서 들어갔더니 냉장고에 누가먹은 치킨이 있었고.. 세면대에 머리카락?같은게 있엇어요ㅠㅠㅠㅠㅠ그거빼곤 편의시설도  가까워서 괜찮았어요,맛 집이랑도 가까워서 좋았는데 체크인해서 들어갔더니 냉장고에 누가 먹은 치킨이 있었고 세면대에 머리카락 같은 게 있었어요 그거 빼곤 편의시설도  가까워서 괜찮았어요,2020-07-15,1.0,1.0,긍정
83,더 베스트 제주 성산(구 라마다 앙코르 성산),4.0,"수영장은 찬물이고 별거없었어요. 저녁에 맥주펍은 좋았고, 위치도 좋아요.",수영장은 찬물이고 별거 없었어요 저녁에 맥주 펍은 좋았고 위치도 좋아요,2020-07-09,1.0,1.0,긍정
84,더 베스트 제주 성산(구 라마다 앙코르 성산),4.0,좋아요 깔끔하고 화장대가 없어서 불편한거빼고는 굿,좋아요 깔끔하고 화장대가 없어서 불편한 거 빼고는 굿,2020-07-06,1.0,1.0,긍정
85,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,깨끗하고 시설도 좋았습니다 인접한곳에 놀기좋은곳도 잇네요,깨끗하고 시설도 좋았습니다 인접한 곳에 놀기 좋은 곳도 잇네요,2020-07-03,1.0,1.0,긍정
86,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,침구 깨끗했고요 방에 좋은 냄새가 났어요 욕실이랑 화장실이랑 따로 분리되어있어서 더 좋았고 깨끗했어요 그리고 일곱시부터 1층쪽에 삼천원에 생맥 무제한 하는데 진짜 넘 좋았오용..이것때문에 또 가고싶었어요 다음에 제주 이쪽으로 놀러올일이 또 있으면 또 들르고싶어요 잘 머물다 갑니다~,침구 깨끗했고요 방에 좋은 냄새가 났어요 욕실이랑 화장실이랑 따로 분리되어있어서 더 좋았고 깨끗했어요 그리고 일곱시부터 층 쪽에 삼천 원에 생맥 무제한하는데 진짜 너무 좋았어 용 이것 때문에 또 가고 싶었어요 다음에 제주 이쪽으로 놀러 올 일이 또 있으면 또 들르고 싶어요 잘 머물다 갑니다,2020-07-02,1.0,1.0,긍정
87,더 베스트 제주 성산(구 라마다 앙코르 성산),3.0,"장점
룸업글해주심
수압 쎄다
저렴하다
청소상태 괜찮다
침대 편하다
비데있다

단점
방음이안된다
린스가없다
샤워부스에서 변기쪽으로 물이넘친다
오션뷰가 별로다더보기",장점룸 업글해 주심 수압 세다 저렴하다 청소상태 괜찮다 침대 편하다 비데 있다 단점 방음이 안 된다 린스가 없다 샤워부스에서 변기 쪽으로 물이 넘친다 오션경치가 별로다 ,2020-06-29,0.0,1.0,긍정
88,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,"다음날 우도 여행을 계획하고 묵었던 숙소였는데 날씨 때문에 약간 계획이 꼬였지만 숙소 위치가 찮았어요!
상태도 좋고, 깨끗했습니다~",다음날 우도 여행을 계획하고 묵었던 숙소였는데 날씨 때문에 약간 계획이 꼬였지만 숙소 위치가 차았어요 상태도 좋고 깨끗했습니다,2020-06-27,1.0,1.0,긍정
89,더 베스트 제주 성산(구 라마다 앙코르 성산),5.0,"모든게너무너무완벽
조식도맛나고
친절하시고
단하나 분명히객실예약시 고층선호문자와
직원과통화까지했는데도
2층
ㅠㅠ
업무전달시스템부족하시고
많이찾는데는 가격만저렴해서가아닌
서비스가먼저라 생각합니다.더보기",모든 게 너무너무 완벽 조식도 맛나고 친절하시고 단 하나 분명히 객실 예약 시 고층 선호 문자와 직원과 통화까지 했는데도 층 업무 전달 시스템 부족하시고 많이 찾는 데는 가격만 저렴해서가 아닌 서비스가 먼저라 생각합니다 ,2020-06-22,1.0,1.0,긍정
90,더 베스트 제주 성산(구 라마다 앙코르 성산),3.0,"연박 잘 처리해주셔서 좋았습니다. 프론트 일부 직원은 서서 응대, 일부 직원은 앉아서 응대하는게 의아했습니다. 앉아서 응대하는게 나쁘다는건 아닙니다만, 통일성이 있으면 좋겠습니다. 떨어진 물건을 찾다가 침대 프레임 아래를 보았는데 소주병이 굴러다니고 있었던건... 엘리베이터는 약간 불편함과 냄새가 그렇게 좋지는 않았습니다. 위치와 접근성은 성산지역중에는 좋은 편이라고 생각합니다.",연박 잘 처리해주셔서 좋았습니다 프런트 일부 직원은 서서 응대 일부 직원은 앉아서 응대하는 게 의아했습니다 앉아서 응대하는 게 나쁘다는 건 아닙니다만 통일성이 있으면 좋겠습니다 떨어진 물건을 찾다가 침대 프레임 아래를 보았는데 소주 병이 굴러다니고 있었던 건 엘리베이터는 약간 불편함과 냄새가 그렇게 좋지는 않았습니다 위치와 접근성은 성산지역 중에는 좋은 편이라고 생각합니다,2020-06-17,0.0,1.0,부정
